TransactionNo,Items
4849,Coffee
4850,Coffee
4851,Coffee
4852,"Coffee, Soup, Cake"
4853,Tea
4854,Coffee
4855,Tea
4856,Coffee
4857,"Tea, Bread, Cake"
4858,Bread
4859,Tea
4860,Bread
4861,Coffee
4862,Bread
4863,"Tea, Coffee, Coffee, Muffin, Cake"
4864,Scandinavian
4865,"Bread, Bread"
4866,Farm House
4867,Tea
4868,"Tea, Coffee"
4869,"Medialuna, Coffee, Tea"
4870,Bread
4871,"Pastry, Muffin, Coffee, Tea"
4872,"Coffee, Tea"
4873,"Hot chocolate, Coke, Cake"
4874,"Soup, Pastry, Tea"
4875,"Sandwich, Alfajores"
4876,Sandwich
4877,"Bread, Focaccia"
4878,"Coffee, Juice, Sandwich, Crisps"
4879,"Tea, Coffee, Soup, Salad"
4880,"Coffee, Cookies"
4881,"Tea, Cookies"
4882,Cake
4883,"Cake, Coffee, Coke, Tea"
4884,"Coffee, Jammie Dodgers"
4885,"Coke, Sandwich"
4886,"Medialuna, Cookies, Juice, Ella's Kitchen Pouches, Tea"
4887,"Muffin, Jammie Dodgers, Cake, Bread, Hot chocolate"
4888,"Coffee, Coffee, Cake"
4889,Cake
4890,"Cake, Tea"
4891,"Coffee, Tea, Coffee, Cake, Cookies"
4892,"Cookies, Tea"
4893,"Focaccia, Fudge"
4894,"Pastry, Toast, Coffee"
4895,"Tea, Sandwich"
4896,"Tea, Hot chocolate, Spanish Brunch, Granola, Sandwich"
4897,"Coffee, Medialuna"
4898,Bread
4899,Coffee
4900,"Coffee, Toast"
4901,"Coffee, Coffee, Pastry"
4902,Bread
4903,Farm House
4904,"Bread, Cookies"
4905,Bread
4906,"Hot chocolate, Hot chocolate, Cake"
4907,"Pastry, Cake, Mineral water"
4908,Tea
4909,"Tea, Jammie Dodgers, Cake, Juice"
4910,Tiffin
4911,"Cake, Muffin"
4912,"Coffee, Coke, Juice, Truffles, Medialuna"
4913,Coffee
4914,Coffee
4915,"Coffee, Coffee"
4916,Coffee
4917,"Coffee, Pastry"
4918,"Cake, Coffee"
4919,"Bread, Tiffin"
4920,"Scandinavian, Bread"
4921,"Coffee, Tea, Alfajores"
4922,Chicken Stew
4923,Coffee
4924,"Coffee, Juice, Medialuna, Crisps"
4925,Coffee
4926,Farm House
4927,"Salad, Coffee"
4928,Bread
4929,"Bread, Medialuna"
4930,"Coffee, Coffee, Sandwich"
4931,"Hot chocolate, Chicken Stew"
4932,"Coffee, Tea, Sandwich, Medialuna"
4933,"Bread, Tea, Chicken Stew, Soup, Cake, Pastry, Alfajores, Focaccia"
4934,"Bread, Coffee, Soup, Muffin"
4935,Bread
4936,"Coffee, Tea, Cake"
4937,"Sandwich, Sandwich, Coffee, Tea"
4938,"Coffee, Coffee"
4939,Bread
4940,Coffee
4941,Bread
4942,Hot chocolate
4943,"Coffee, Bread, Tiffin, Bread"
4944,Hot chocolate
4945,"Hot chocolate, Coffee, Tiffin"
4946,"Coffee, Cookies, Bread"
4948,Farm House
4949,"Afternoon with the baker, Coffee, Scandinavian"
4950,"Coffee, Bread"
4951,"Coffee, Tea, Toast"
4952,"Coffee, Toast"
4953,Coffee
4954,"Coffee, Toast"
4955,"Coffee, Medialuna"
4956,Coffee
4957,Cake
4958,"Pastry, Bread"
4959,Coffee
4960,Bread
4961,Farm House
4962,"Coffee, Coffee, Coffee, Toast, Cookies"
4963,"Pastry, Coffee, Coffee"
4964,Coffee
4965,Bread
4966,"Bread, Tea, Granola"
4967,"Bread, Tea, Scone, Sandwich"
4968,"Coffee, Coffee, Pastry"
4969,"Pastry, Pastry, Coffee, Coffee, Bread"
4971,Bread
4972,Bread
4973,"Muffin, Muffin"
4974,Farm House
4975,"Coffee, Tea, Scone"
4976,"Coffee, Coffee"
4977,Bread
4978,Bread
4979,"Coffee, Scone"
4980,Bread
4981,Chicken Stew
4982,"Tea, Tea, Coffee"
4983,"Coffee, Tea, Scone"
4984,"Cake, Pastry, Farm House, Scandinavian"
4985,"Smoothies, Muffin"
4986,"Coffee, Tea, Sandwich, Salad"
4987,"Sandwich, Truffles"
4988,"Coffee, Sandwich"
4989,"Bread, Coffee"
4990,Chicken Stew
4991,"Bread, Coffee, Bread"
4992,Coffee
4993,"Coffee, Sandwich"
4994,Hot chocolate
4995,Medialuna
4996,Hot chocolate
4997,Coffee
4998,Cake
4999,"Coffee, Alfajores"
5000,"Bread, Coffee"
5001,Bread
5002,"Bread, Muffin"
5003,"Coffee, Bread"
5004,"Coffee, Coffee, Cake"
5005,"Bread, Muffin"
5006,"Tea, Tiffin"
5007,Coffee
5008,"Bread, Sandwich, Tea"
5009,"Coffee, Pastry"
5010,Scandinavian
5011,"Medialuna, Vegan mincepie, Juice, Tea"
5012,"Coffee, Scone"
5013,"Tea, Brownie, Raspberry shortbread sandwich"
5014,"Tea, Sandwich"
5015,"Coffee, Cookies"
5016,Cookies
5017,Farm House
5018,Bread
5019,Bread
5020,"Coffee, Medialuna"
5021,"Coffee, Pastry"
5022,"Coffee, Medialuna, Pastry"
5023,Coffee
5024,Cake
5025,Medialuna
5026,Coffee
5027,Farm House
5028,"Bread, Brownie"
5029,"Brownie, Coffee"
5030,"Scandinavian, Bread, Alfajores"
5031,Bread
5032,"Medialuna, Bread"
5033,"Bread, Pastry"
5034,Coffee
5035,"Scone, Tea, Juice, Medialuna"
5036,"Tiffin, Coffee"
5037,"Coffee, Cake"
5038,"Bread, Scone"
5039,"Medialuna, Coffee"
5040,Coffee
5041,"Spanish Brunch, Tea, Alfajores"
5042,Cake
5043,"Coffee, Coffee, Toast, Tiffin"
5044,Brownie
5045,Pastry
5046,Afternoon with the baker
5047,Farm House
5048,"Coffee, Coffee, Coke, Juice, Cake"
5049,"Bread, Tiffin, Cookies"
5050,"Scone, Cake, Coffee"
5051,Coffee
5052,"Coffee, Coffee, Alfajores, Tiffin, Brownie, Bread"
5054,"Coffee, Medialuna, Cake"
5055,"Granola, Coffee"
5056,"Cake, Hot chocolate"
5057,"Tea, Scone, Tiffin"
5058,Bread
5059,Tea
5060,"Coffee, Bread"
5061,"Coffee, Coffee, Juice, Cake, Scone, Toast"
5062,"Jammie Dodgers, Scone, Tiffin, Bread, Hot chocolate, Tea, Coffee"
5063,Scandinavian
5064,Afternoon with the baker
5065,Bread
5066,Cookies
5067,Bread
5068,Bread
5069,"Spanish Brunch, Coffee"
5070,Scandinavian
5071,Scandinavian
5072,"Brownie, Scone"
5073,"Jammie Dodgers, Cake"
5075,Sandwich
5076,Hot chocolate
5077,"Coffee, Coffee"
5078,"Coffee, Tea"
5079,"Sandwich, Cake, Smoothies, Bread"
5080,"Spanish Brunch, Sandwich, Coffee, Truffles"
5081,Cookies
5082,"Sandwich, Toast, Tea, Fudge"
5083,"Coffee, Jammie Dodgers"
5084,"Cake, Jammie Dodgers"
5086,"Frittata, Bread"
5087,Coffee
5088,Afternoon with the baker
5089,"Raspberry shortbread sandwich, Bread, Coffee"
5090,"Sandwich, Extra Salami or Feta, Tea, Bread, Cake"
5092,"Tea, Duck egg"
5093,Scandinavian
5094,"Coffee, Hot chocolate, Brownie"
5095,"Spanish Brunch, Bread"
5096,"Bread, Coffee"
5097,Jam
5098,"Coffee, Frittata, Scone"
5099,"Coffee, Coffee, Cake, Bread"
5100,"Coffee, Hot chocolate, Cake, Brownie, Extra Salami or Feta"
5101,Fudge
5102,Coffee
5103,"Hot chocolate, Bread, Scone"
5104,Cake
5105,"Bread, Bread, Frittata"
5106,"Coffee, Bread"
5107,Brownie
5108,"Cake, Muffin"
5109,Cake
5110,"Hot chocolate, Coffee"
5111,"Tea, Frittata"
5112,Coffee
5113,"Tea, Hot chocolate, Juice, Cookies"
5114,"Cake, Bread, Hot chocolate"
5115,Bread
5116,"Scone, Cookies, Coffee, Juice"
5117,"Coffee, Coffee, Brownie, Scone"
5118,Coffee
5119,"Tea, Raspberry shortbread sandwich"
5120,Afternoon with the baker
5121,"Hot chocolate, Coffee, Tea, Alfajores, Pastry, Tiffin"
5122,"Coffee, Medialuna"
5123,"Toast, Coffee"
5124,Coffee
5125,"Coffee, Coffee, Toast"
5126,Coffee
5127,"Bread, Coffee, Bread"
5128,"Bread, Eggs"
5129,Bread
5130,"Bread, Bread, Coffee, Scone, Frittata"
5131,Medialuna
5132,Bread
5133,"Coffee, Bread, Bread"
5134,"Coffee, Coffee, Toast"
5135,Medialuna
5136,Scone
5137,"Tea, Coffee, Toast, Bread"
5138,"Bread, Alfajores"
5139,"Coffee, Cake"
5140,"Coffee, Cake, Bread"
5141,"Bread, Coffee, Tea"
5142,"Hot chocolate, Cake, Bread"
5143,Tea
5144,"Alfajores, Coffee"
5145,"Hot chocolate, Coffee"
5146,"Hot chocolate, Smoothies, The Nomad, Bread, Afternoon with the baker"
5147,Tea
5148,Bread
5149,Jammie Dodgers
5150,"The Nomad, Juice, Coffee, Coffee"
5151,"Bread, Scone, Pastry, Cake, Bread"
5152,"Coffee, Scone, Sandwich"
5153,"Coffee, Cake, Pastry"
5154,"Tea, Cookies, Soup"
5155,"Hot chocolate, Bread, Cake, Jammie Dodgers"
5156,Soup
5157,Salad
5158,"Pastry, Frittata"
5159,Bread
5160,"Alfajores, Jammie Dodgers, Cake, Tiffin, Cake"
5161,"Soup, Salad, Extra Salami or Feta, Sandwich, Coffee, Coffee, Coffee"
5162,"Coffee, Coffee, Alfajores"
5163,Cake
5164,"Tea, Tea"
5165,"Smoothies, Tea, Hot chocolate, Jammie Dodgers"
5166,"Coffee, Bread"
5167,"Toast, Soup, Coffee, Juice"
5168,"Alfajores, Coffee, Bread"
5169,"Coffee, Coffee, Spanish Brunch, Duck egg"
5170,"Soup, Coffee, Cake"
5171,Coffee
5172,Sandwich
5173,"Coffee, Coffee, Sandwich, Sandwich"
5174,"Tea, Toast"
5175,Coffee
5176,"Truffles, Juice, Bread, Jammie Dodgers, Cake, Medialuna"
5177,"Coffee, Jammie Dodgers"
5178,Bread
5179,"Smoothies, Tea, Bread, Fudge"
5180,Bread
5181,Bread
5182,"Coffee, Coffee"
5183,Coffee
5184,"Hot chocolate, Toast"
5185,"Tea, Hot chocolate, Sandwich"
5187,"Tea, Coffee, Hot chocolate"
5188,Cake
5189,"Coffee, Coffee, Toast, Extra Salami or Feta, Cake"
5190,"Bread, Coffee, Pastry"
5191,"Coffee, Toast"
5192,"Sandwich, Bread"
5193,Coffee
5194,"Sandwich, Cake, Hot chocolate"
5195,"Farm House, Pastry"
5196,"Coffee, Soup"
5197,"Soup, Bread"
5198,"Tea, Tea"
5199,"Cake, Frittata"
5200,"Tea, Coffee, Cake"
5201,"Cookies, Cake"
5202,"Tea, Cake, Cake"
5203,Cake
5204,Cookies
5205,"Cake, Cookies, Sandwich, Soup, Coffee, Tea"
5206,"Tea, Cookies"
5207,Bread
5208,"Sandwich, Sandwich, Coke, Cake, Crisps"
5209,"Coffee, Soup"
5210,"Spanish Brunch, Tea, Bread, Cake"
5211,Coffee
5212,Bread
5213,Coffee
5214,Coffee
5215,"Coffee, Bread"
5216,"Bread, Coffee, Cake"
5217,"Coffee, Coffee, Medialuna"
5218,Cake
5219,"Soup, Coffee, Coffee, Coffee, Cake"
5220,"Alfajores, Coffee"
5221,"Coffee, Chicken Stew, Juice"
5222,"Coffee, Hot chocolate, Cake"
5223,"Cookies, Hot chocolate, Tea, Toast"
5224,Coffee
5225,"Hot chocolate, Coffee, Coffee, Cake, Cookies"
5226,"Hot chocolate, Cake"
5227,Bread
5228,Bread
5229,Bread
5230,"Coffee, Coffee, Pastry"
5231,Coffee
5232,"Coffee, Scandinavian, Focaccia"
5233,Bread
5234,"Coffee, Coffee"
5235,Coffee
5236,Coffee
5237,Coffee
5238,"Bread, Cookies"
5239,Scandinavian
5240,Scandinavian
5241,Scandinavian
5242,Farm House
5243,"Coffee, Coffee"
5244,Bread
5245,Farm House
5247,"Coffee, Vegan mincepie"
5248,Coffee
5249,"Coffee, Medialuna, Bread"
5250,"Muffin, Pastry, Coffee, Tea"
5251,Cake
5252,Chicken Stew
5253,Tea
5254,Soup
5255,"Bread, Coffee, Salad, Spanish Brunch"
5256,Coke
5257,Tea
5258,Chicken Stew
5259,Bread
5260,"Tea, Coffee, Soup, Art Tray"
5261,"Bread, Focaccia, Medialuna, Cookies, Coffee"
5262,Bread
5263,Soup
5264,"Chicken Stew, Art Tray, Pastry, Truffles, Coffee, Coke, Bread"
5265,"Bread, Focaccia"
5267,"Frittata, Tea"
5268,"Coffee, Chicken Stew, Art Tray"
5269,"Bread, Scandinavian"
5271,"Tea, Tea, Spanish Brunch, Salad"
5272,Cake
5273,"Coffee, Coffee, Hot chocolate"
5274,"Spanish Brunch, Juice, Truffles"
5275,"Coffee, Pastry"
5276,Cake
5277,"Fudge, Sandwich"
5278,"Muffin, Cookies"
5279,"Bread, Bread"
5280,Coffee
5281,"Coffee, Cake"
5282,"Tea, Chicken Stew"
5283,"Bread, Coffee, Cake"
5284,"Bread, Cake"
5285,Bread
5286,"Coffee, Bread"
5287,"Coffee, Pastry"
5288,"Tea, Cake"
5289,Bread
5290,Bread
5291,"Coffee, Toast"
5292,Coffee
5293,"Bread, Medialuna"
5294,"Eggs, Coffee, Pastry"
5295,Coffee
5296,"Scandinavian, Cookies"
5297,Bread
5298,Bread
5299,Bread
5300,Medialuna
5301,Farm House
5302,"Baguette, Bread"
5303,Bread
5304,Baguette
5305,Soup
5306,Tea
5307,"Coffee, Tea, Cookies, Pastry"
5308,Bread
5309,Bread
5310,"Coffee, Tea, Sandwich, Chicken Stew"
5311,"Sandwich, Coffee, Coke"
5312,Sandwich
5313,Sandwich
5314,Coffee
5315,Bread
5316,"Sandwich, Tea, Coffee"
5317,"Hot chocolate, Bread"
5318,"Tea, The Nomad, Cake"
5319,"Bread, Tea, Soup"
5320,"Tea, Soup, Sandwich, Medialuna"
5321,"Coffee, Tea, Cake"
5322,Sandwich
5323,Tea
5324,Coke
5325,Bread
5326,Tea
5327,"Juice, Cake"
5328,"Cake, Coffee"
5329,Muffin
5336,Bread
5337,"Bread, Medialuna"
5338,Tea
5339,"Bread, Coffee"
5340,Bread
5341,Farm House
5342,"Bread, Coffee, Tea, Cookies, Hot chocolate"
5343,Coffee
5344,Coffee
5345,"Bread, Muffin, Coffee"
5346,Muffin
5347,"Cookies, Juice"
5348,"Cookies, Cookies, Coffee, Hot chocolate"
5349,"Tea, Muffin, Cake, Juice, Coffee"
5350,"Tea, Muffin, Cake, Juice, Coffee"
5352,Coffee
5353,"Bread, Coffee, Toast"
5354,"Coffee, Hot chocolate, Art Tray, Sandwich"
5355,"Juice, Tea, Muffin"
5356,"Coffee, Coffee"
5357,Coffee
5358,"Coffee, Coffee, Cookies"
5359,"Bread, Baguette"
5360,"Coffee, Bread"
5361,Coffee
5362,"Bread, Spanish Brunch"
5363,"Coffee, Muffin"
5364,"Hot chocolate, Baguette"
5365,"Coffee, Sandwich, Medialuna"
5366,Bread
5367,"Coffee, Tea, Soup"
5368,"Bread, Medialuna"
5369,Chicken Stew
5370,"Spanish Brunch, Tea, Coffee"
5371,"Coffee, Soup, Coffee, Muffin"
5372,"Cake, Soup, Tea"
5373,"Sandwich, Bread, Muffin"
5374,"Sandwich, Coffee, Bread"
5375,"Bread, Baguette"
5376,"Pastry, Bread, Jam"
5377,Bread
5378,Pastry
5379,"Cake, Cake"
5380,"Chicken Stew, Spanish Brunch"
5381,"Bread, Farm House"
5382,"Tea, Cake"
5383,"Tea, Tea, Medialuna"
5384,"Tea, Coffee, Cookies"
5385,"Coffee, Muffin"
5386,Bread
5387,"Pastry, Hot chocolate"
5388,Bread
5389,Bread
5390,"Bread, Cookies"
5391,"Coffee, Toast"
5392,"Bread, Bread"
5393,Coffee
5394,"Coffee, Juice, Pastry"
5395,"Cookies, Muffin, Coffee, Coffee, Coffee"
5396,"Bread, Pastry"
5397,Medialuna
5398,Farm House
5399,"The Nomad, Spanish Brunch, Tea, Bread"
5400,"Coffee, Medialuna"
5401,"Farm House, Scandinavian"
5402,Bread
5403,Coffee
5404,Coffee
5405,"Coffee, Cookies, Bread"
5406,"Coffee, Coffee, Juice"
5407,"Coffee, Medialuna, Bread"
5408,"Coffee, Toast"
5409,"Coffee, Pastry, Coffee"
5410,Farm House
5411,"Cake, Muffin, Bread, Coffee, Coffee"
5412,Coffee
5413,Bread
5414,"Coffee, Muffin"
5415,Sandwich
5416,"Pastry, Hot chocolate, Coffee, Cake"
5417,"Scone, Coffee, Bread"
5418,"Coffee, Coffee, Tea, Cake, Medialuna"
5419,Bread
5420,Bread
5421,"Tea, Soup"
5422,"Coffee, Coffee"
5423,"Coffee, Sandwich"
5424,Bread
5425,"Truffles, Soup"
5426,"Soup, Truffles"
5427,"Chicken Stew, Coffee"
5428,Soup
5429,Soup
5430,"Spanish Brunch, Truffles, Juice, Sandwich"
5431,Cookies
5432,"Bread, Muffin"
5433,"Coffee, Tea, Brownie"
5434,Tea
5435,"Coffee, Tea, Soup, Extra Salami or Feta"
5436,Baguette
5437,"Bread, Muffin, Tea, Soup"
5438,"Coffee, Soup, Sandwich"
5440,Coffee
5441,Tea
5442,Tea
5443,Tea
5444,"Coffee, Scone"
5445,"Cookies, Muffin, Coffee"
5446,"Bread, Cookies"
5447,Coffee
5448,"Scone, Soup, Hot chocolate"
5449,"Scone, Coffee"
5450,Bread
5451,"Bread, Cookies"
5452,"Cake, Toast, Scone, Juice, Bread"
5453,"Cake, Hot chocolate, Tea"
5454,"Tea, Tea, Soup, Bakewell"
5455,"Coffee, Coffee, Coffee, Bread, Bakewell, Brownie, Cookies, Cake"
5456,"Cake, Coffee"
5457,"Coffee, Cookies, Cake"
5458,"Tea, Cookies, Coffee"
5459,Coffee
5460,"Pastry, Medialuna, Coffee, Juice, Farm House, Brownie"
5461,Bread
5462,"Coffee, Bread, Pastry, Alfajores"
5463,Scone
5464,"Scone, Pastry"
5465,"Pastry, Coffee, Coffee"
5466,"Bread, Eggs"
5467,"Coffee, Toast"
5468,Tea
5469,"Bread, Baguette"
5470,Farm House
5471,"Bread, Medialuna"
5472,"Farm House, Baguette"
5473,"The Nomad, Tea, Coffee"
5474,"Coffee, Bakewell, Pastry, Juice, Hot chocolate"
5475,"Baguette, Coffee, Bakewell"
5476,Bread
5477,Coffee
5478,"Coffee, Coffee, Coffee, Pastry"
5479,"Coffee, Coffee, Hot chocolate, Muffin"
5480,Scandinavian
5481,"Toast, Tea, Coffee"
5482,Bread
5483,Bread
5484,"Bread, Medialuna"
5485,"Coffee, Tea"
5486,"Coffee, Cookies"
5487,"Frittata, Pastry, Vegan mincepie"
5488,Bread
5489,"Coffee, Muffin"
5490,Medialuna
5491,Cake
5492,"Coffee, Brownie, Bread, Frittata, Juice, Smoothies, Scone"
5493,"Bread, Coffee, Bakewell"
5494,"Coffee, Coffee"
5495,"Bread, Focaccia"
5496,"The Nomad, Tea, Coffee"
5497,Bread
5498,"Bread, Baguette"
5499,Bread
5500,Tea
5501,"Coffee, Coffee, Medialuna"
5502,Juice
5503,"Coffee, Hot chocolate, Brownie"
5504,"Coffee, Coffee, Medialuna"
5505,Coffee
5506,"Brownie, Bread"
5507,"Coffee, Scone"
5508,"Tea, Hot chocolate, Scone"
5509,"Salad, Extra Salami or Feta, Sandwich, Coffee"
5510,"Cake, Jam"
5511,"Hot chocolate, Bread, Brownie, Scone"
5512,"Bakewell, Cake, Bread"
5513,"Coffee, Bread, Muffin, Cake"
5514,"Scone, Hot chocolate"
5515,"Bread, Jam, Scone"
5516,"Hot chocolate, Scone"
5517,Scandinavian
5518,Coffee
5519,"Bread, Coffee"
5520,"Coffee, Bread, Frittata"
5521,"Bread, Focaccia"
5522,"Bread, Gingerbread syrup"
5523,"Coffee, Bread"
5524,Bread
5525,"Bread, Tea"
5526,Bread
5527,"Spanish Brunch, Toast, Juice, Coffee"
5528,"Bread, Focaccia"
5529,"Coffee, Bread, Frittata, Salad, Sandwich"
5530,Coffee
5531,"Brownie, Tea"
5532,Sandwich
5533,Bread
5534,"Chicken Stew, Sandwich, Sandwich, Tea, Bread"
5535,"Soup, Sandwich, Coffee"
5536,"Tea, Bread"
5537,Bread
5538,Bread
5539,Valentine's card
5540,"Coffee, Coffee"
5541,"Scandinavian, Cake"
5542,Focaccia
5543,"Scandinavian, Bread, Jam, Salad, Extra Salami or Feta, Frittata, Mineral water"
5544,Hot chocolate
5545,"Cake, Coke"
5546,"Scone, Tea"
5547,"Tea, Tea"
5548,"Cake, Brownie"
5549,Brownie
5550,Coffee
5551,Bread
5552,"Bread, Coffee"
5553,"Coffee, Tea, Scone"
5554,"Coffee, Coffee"
5555,Coffee
5556,"Tea, Muffin"
5557,"Hot chocolate, Tea, Medialuna"
5558,"Coffee, Hot chocolate, Bread"
5559,Bread
5560,"Coffee, Coffee, Tea, Bread"
5561,"Coffee, Tea"
5562,"Coffee, Coffee, Tea, Juice, Cake, Bakewell, Cookies, Sandwich"
5564,Coffee
5565,Coffee
5566,"Bread, Pastry"
5567,"Baguette, Brownie"
5568,Bread
5569,"Cookies, Coffee, Pastry, Cookies"
5570,Coffee
5571,"Coffee, Hot chocolate, Bread"
5572,Coffee
5573,"Coffee, Pastry, Coffee"
5574,Tea
5575,Coffee
5576,"Pastry, Muffin"
5577,"Coffee, Tea, Soup"
5578,"Cookies, Brownie"
5579,Baguette
5580,Baguette
5581,Farm House
5582,Coffee
5583,"Coffee, Coffee, Medialuna, Cookies"
5584,Farm House
5585,"Coffee, Granola, Bread"
5586,"Coffee, Spanish Brunch"
5587,"Cake, Bread, Baguette"
5588,"The Nomad, Coffee, Farm House, Coffee"
5589,"Bread, Bread"
5590,Juice
5591,"Spanish Brunch, Extra Salami or Feta, Coffee"
5592,"Bread, Granola, Pastry"
5593,"Bread, Coffee, Pastry"
5594,"Bread, Bread"
5595,Brownie
5596,"Spanish Brunch, Coffee, Smoothies"
5597,"Bread, Coffee, Pastry, Scone"
5598,"Hot chocolate, Coffee, Sandwich, Toast, Cake"
5599,Bread
5600,"Pastry, Coffee, Coffee, Bread"
5601,"Hot chocolate, Tea, Alfajores, Medialuna, Medialuna"
5603,"Tea, Bread"
5604,"Sandwich, Juice, Truffles, Coffee, Medialuna, Scone"
5605,"Bread, Coffee, Sandwich, Medialuna"
5606,"Coffee, Bread, Pastry, Frittata"
5607,"Frittata, Bread"
5608,"Coffee, Soup, Sandwich"
5609,"Coffee, Sandwich, Salad"
5610,Salad
5611,Bread
5612,"Fudge, Jam"
5613,"Tea, Hot chocolate, Cake, Medialuna, Medialuna"
5614,"Bakewell, Hot chocolate, Toast, Chicken Stew"
5615,"Coffee, Tea, Pastry"
5616,"Cookies, Cookies, Cake, Baguette, Cookies"
5617,"Bread, Tea, Cake, Bread, Chicken Stew"
5618,"Spanish Brunch, Coffee, Hot chocolate, Bakewell, Bread"
5620,Medialuna
5621,"Cake, Scone, Medialuna, Coffee, Tea"
5622,"Coffee, Medialuna"
5623,Bread
5624,Pastry
5625,"Coffee, Coffee"
5626,"Bread, Pastry"
5627,"Bread, Bread"
5628,Bread
5629,Bread
5630,Bread
5631,Pastry
5632,"Pastry, Coffee, Coffee"
5633,Bread
5634,"Farm House, Jam, Scandinavian"
5635,"Coffee, Cookies"
5636,"Pastry, Coffee, Coffee"
5637,"Sandwich, Sandwich"
5638,"Coffee, Cookies"
5639,"Coffee, Coffee, Pastry"
5640,"Coffee, Bread"
5641,"Coffee, Coffee, Bread, Soup"
5642,"Bread, Jam, Fudge, Juice"
5643,Baguette
5644,Soup
5645,Soup
5646,Chicken Stew
5647,"Coffee, Tea"
5648,"Coke, Sandwich, Soup, Bread"
5649,Soup
5650,"Hot chocolate, Coffee, Cake"
5651,Coffee
5652,Pastry
5653,"Bread, Bread"
5654,Farm House
5655,"Coffee, Toast"
5656,"Cake, Coffee"
5657,"Coffee, Bread"
5658,"Cake, Hot chocolate"
5659,Coffee
5660,"Tea, Hot chocolate, Cookies"
5661,Hot chocolate
5662,Coffee
5663,Scandinavian
5664,"Bread, Bread"
5665,Bread
5666,"Bread, Toast"
5667,"Bread, Brownie"
5668,"Pastry, Bread"
5669,"Tea, Sandwich"
5670,Coffee
5671,"Coffee, Bread"
5672,"Coffee, Juice"
5673,"Cake, Coffee, Spanish Brunch"
5674,Coffee
5675,"Coffee, Brownie, Baguette"
5676,"Pastry, Cake, Coffee, Coffee"
5677,"Hot chocolate, Coffee"
5678,Farm House
5679,"Tea, Toast"
5680,"Tea, Coffee, Pastry"
5681,"Bread, Pastry"
5682,Coffee
5683,"Tea, Sandwich, Bread"
5684,"Farm House, Cookies"
5685,"Tea, Cake, Bakewell"
5686,Coffee
5687,Bread
5688,Coffee
5689,Bread
5690,Coffee
5691,Coffee
5692,"Cookies, Baguette"
5693,"Coffee, Cookies, Cake, Spanish Brunch"
5694,"Tea, Coffee, Sandwich, Cake"
5695,"Coffee, Coffee, Cake"
5696,Bread
5697,Baguette
5698,Bread
5699,"Coke, Salad"
5700,Bread
5701,Soup
5702,"Coffee, Sandwich"
5703,Brownie
5704,Bread
5705,"Chicken Stew, Juice, Coke"
5706,Baguette
5707,"Soup, Tea, Coffee, Coffee"
5708,"Sandwich, Cookies, Coffee, Tea"
5709,Coke
5710,"Toast, Cake, Coffee"
5711,"Cake, The Nomad"
5712,"Coffee, Coffee, Bread"
5713,"Cookies, Hot chocolate, Tea, Cake, Pastry"
5714,"Tea, Coffee, Cake"
5715,"Tea, Bread"
5716,Brownie
5717,"Coffee, Cake, Cookies"
5718,"Bread, Bread, Bread"
5719,Bread
5720,"Coffee, Bread"
5721,"Bread, Pastry"
5722,Bread
5723,"Bread, Coffee, Toast"
5725,Farm House
5726,"Cake, Coffee, Bread"
5727,"Bread, Hot chocolate"
5728,"Coffee, Coffee"
5729,"Coffee, Bread"
5730,"Coffee, Cake"
5731,"Cake, Coffee"
5732,"Bread, Sandwich, Toast"
5733,"Coffee, Coffee, Medialuna"
5734,"Coffee, Bread, Alfajores, Bakewell, Tea"
5735,"Coffee, Bread"
5736,Bread
5737,"Coffee, Bread"
5738,"Bread, Coffee, Bread"
5739,Bread
5740,Baguette
5741,Pastry
5742,"Bread, Pastry"
5743,"Baguette, Bread"
5744,"Bread, Pastry, Tea, Coffee"
5745,"Cake, Bread"
5746,"Sandwich, Coke"
5747,"Coke, Cake"
5748,"Hot chocolate, Coffee, Pastry, Bread"
5749,"Spanish Brunch, Chicken Stew, Tea, Cookies"
5751,Cake
5752,"Coffee, Coffee"
5753,Coffee
5754,Bread
5755,"Bread, Sandwich"
5756,"Coffee, Bread, Sandwich"
5757,"Coffee, Coffee, Cake"
5758,"Granola, Extra Salami or Feta, Coffee"
5759,"Soup, Juice, Coffee"
5760,Sandwich
5761,Baguette
5762,Coffee
5763,Coffee
5764,"Hot chocolate, Coffee, Alfajores"
5765,"Tea, Coffee, Bread"
5766,"Cake, Coffee, Cookies"
5767,Bread
5768,Bread
5769,"Cookies, Tea, Bread"
5770,"Coffee, Vegan mincepie, Cake"
5771,"Bread, Coffee, Hot chocolate"
5772,Bread
5773,"Juice, Cookies, Brownie, Alfajores, Coffee"
5774,"Tea, Truffles, Cookies"
5775,"Coffee, Coke"
5776,Bread
5777,"Coffee, Bread, Toast"
5778,"Bread, Bread, Coffee"
5779,Cookies
5780,"Coffee, Bread"
5781,Farm House
5782,Bread
5783,"Coffee, Cookies"
5784,Baguette
5785,"Bread, Bread"
5786,Alfajores
5787,"Juice, Hot chocolate, Coffee, Tea, Pastry, Brownie"
5788,"Coffee, Coffee, Bread"
5789,"Cake, Coffee"
5790,"Coffee, Cake"
5791,Bread
5792,"Bread, Bread"
5793,"Juice, Tea, Bread, Cake"
5794,"Tea, Bread, Cookies, Sandwich, Juice"
5795,"Bread, Cake"
